date,maintenance
2020-03-29,False
2020-03-30,False
2020-03-31,False
2020-04-01,False
2020-04-02,False
2020-04-03,False
2020-04-04,False
2020-04-05,False
2020-04-06,False
2020-04-07,False
2020-04-08,False
2020-04-09,False
2020-04-10,False
2020-04-11,False
2020-04-12,False
2020-04-13,False
2020-04-14,False
2020-04-15,False
2020-04-16,False
2020-04-17,False
2020-04-18,False
2020-04-19,False
2020-04-20,False
2020-04-21,False
2020-04-22,False
2020-04-23,False
2020-04-24,False
2020-04-25,False
2020-04-26,False
2020-04-27,False
2020-04-28,False
2020-04-29,False
2020-04-30,False
2020-05-01,False
2020-05-02,False
2020-05-03,False
2020-05-04,False
2020-05-05,False
2020-05-06,False
2020-05-07,False
2020-05-08,False
2020-05-09,False
2020-05-10,False
2020-05-11,False
2020-05-12,False
2020-05-13,False
2020-05-14,False
2020-05-15,False
2020-05-16,False
2020-05-17,False
2020-05-18,False
2020-05-19,False
2020-05-20,False
2020-05-21,False
2020-05-22,False
2020-05-23,False
2020-05-24,False
2020-05-25,False
2020-05-26,False
2020-05-27,False
2020-05-28,False
2020-05-29,False
2020-05-30,False
2020-05-31,False
2020-06-01,False
2020-06-02,False
2020-06-03,False
2020-06-04,False
2020-06-05,False
2020-06-06,False
2020-06-07,False
2020-06-08,False
2020-06-09,False
2020-06-10,False
2020-06-11,False
2020-06-12,False
2020-06-13,False
2020-06-14,False
2020-06-15,False
2020-06-16,False
2020-06-17,False
2020-06-18,False
2020-06-19,False
2020-06-20,False
2020-06-21,False
2020-06-22,False
2020-06-23,False
2020-06-24,False
2020-06-25,False
2020-06-26,False
2020-06-27,False
2020-06-28,False
2020-06-29,False
2020-06-30,False
2020-07-01,False
2020-07-02,False
2020-07-03,False
2020-07-04,False
2020-07-05,False
2020-07-06,False
2020-07-07,False
2020-07-08,False
2020-07-09,False
2020-07-10,False
2020-07-11,False
2020-07-12,False
2020-07-13,False
2020-07-14,False
2020-07-15,False
2020-07-16,False
2020-07-17,False
2020-07-18,False
2020-07-19,False
2020-07-20,False
2020-07-21,False
2020-07-22,False
2020-07-23,False
2020-07-24,False
2020-07-25,False
2020-07-26,False
2020-07-27,False
2020-07-28,False
2020-07-29,False
2020-07-30,False
2020-07-31,False
2020-08-01,False
2020-08-02,False
2020-08-03,False
2020-08-04,False
2020-08-05,False
2020-08-06,False
2020-08-07,False
2020-08-08,False
2020-08-09,False
2020-08-10,True
2020-08-11,False
2020-08-12,False
2020-08-13,False
2020-08-14,False
2020-08-15,False
2020-08-16,False
2020-08-17,False
2020-08-18,False
2020-08-19,False
2020-08-20,False
2020-08-21,False
2020-08-22,False
2020-08-23,False
2020-08-24,False
2020-08-25,False
2020-08-26,False
2020-08-27,False
2020-08-28,False
2020-08-29,False
2020-08-30,False
2020-08-31,False
2020-09-01,False
2020-09-02,False
2020-09-03,False
2020-09-04,False
2020-09-05,False
2020-09-06,False
2020-09-07,False
2020-09-08,False
2020-09-09,False
2020-09-10,False
2020-09-11,False
2020-09-12,False
2020-09-13,False
2020-09-14,False
2020-09-15,False
2020-09-16,False
2020-09-17,False
2020-09-18,False
2020-09-19,False
2020-09-20,False
2020-09-21,False
2020-09-22,False
2020-09-23,False
2020-09-24,False
2020-09-25,False
2020-09-26,False
2020-09-27,False
2020-09-28,False
2020-09-29,False
2020-09-30,False
2020-10-01,False
2020-10-02,False
2020-10-03,False
2020-10-04,False
2020-10-05,False
2020-10-06,False
2020-10-07,False
2020-10-08,False
2020-10-09,False
2020-10-10,False
2020-10-11,False
2020-10-12,False
2020-10-13,False
2020-10-14,False
2020-10-15,False
2020-10-16,False
2020-10-17,False
2020-10-18,False
2020-10-19,False
2020-10-20,False
2020-10-21,False
2020-10-22,False
2020-10-23,False
2020-10-24,False
2020-10-25,False
2020-10-26,False
2020-10-27,False
2020-10-28,False
2020-10-29,False
2020-10-30,False
2020-10-31,False
2020-11-01,False
2020-11-02,False
2020-11-03,False
2020-11-04,False
2020-11-05,False
2020-11-06,False
2020-11-07,False
2020-11-08,False
2020-11-09,False
2020-11-10,False
2020-11-11,False
2020-11-12,False
2020-11-13,False
2020-11-14,False
2020-11-15,False
2020-11-16,False
2020-11-17,False
2020-11-18,False
2020-11-19,False
2020-11-20,False
2020-11-21,False
2020-11-22,False
2020-11-23,False
2020-11-24,False
2020-11-25,False
2020-11-26,False
2020-11-27,False
2020-11-28,False
2020-11-29,False
2020-11-30,False
2020-12-01,False
2020-12-02,False
2020-12-03,False
2020-12-04,False
2020-12-05,False
2020-12-06,False
2020-12-07,False
2020-12-08,False
2020-12-09,False
2020-12-10,False
2020-12-11,False
2020-12-12,False
2020-12-13,False
2020-12-14,False
2020-12-15,False
2020-12-16,False
2020-12-17,False
2020-12-18,False
2020-12-19,False
2020-12-20,False
2020-12-21,False
2020-12-22,False
2020-12-23,False
2020-12-24,False
2020-12-25,False
2020-12-26,False
2020-12-27,False
2020-12-28,False
2020-12-29,False
2020-12-30,False
2020-12-31,False
2021-01-01,False
2021-01-02,False
2021-01-03,False
2021-01-04,False
2021-01-05,False
2021-01-06,False
2021-01-07,False
2021-01-08,False
2021-01-09,False
2021-01-10,False
2021-01-11,False
2021-01-12,False
2021-01-13,False
2021-01-14,False
2021-01-15,False
2021-01-16,False
2021-01-17,False
2021-01-18,False
2021-01-19,False
2021-01-20,False
2021-01-21,False
2021-01-22,False
2021-01-23,False
2021-01-24,False
2021-01-25,False
2021-01-26,False
2021-01-27,False
2021-01-28,False
2021-01-29,False
2021-01-30,False
2021-01-31,False
2021-02-01,False
2021-02-02,False
2021-02-03,False
2021-02-04,False
2021-02-05,False
2021-02-06,False
2021-02-07,False
2021-02-08,False
2021-02-09,False
2021-02-10,False
2021-02-11,False
2021-02-12,False
2021-02-13,False
2021-02-14,False
2021-02-15,False
2021-02-16,False
2021-02-17,False
2021-02-18,False
2021-02-19,False
2021-02-20,False
2021-02-21,False
2021-02-22,False
2021-02-23,False
2021-02-24,False
2021-02-25,False
2021-02-26,False
2021-02-27,False
2021-02-28,False
2021-03-01,False
2021-03-02,False
